 NODE_NUM  TIME  DATE   X Y A_CONC     B_CONC    C_CONC
 535           0.00 01/01/2024       5.00     638.24     0.0000     0.0000     0.0000
 536           0.00 01/01/2024       0.00     637.13     0.0000     0.0000     0.0000
 537           0.00 01/01/2024       0.75     637.13     0.0000     0.0000     0.0000
 538           0.00 01/01/2024       1.80     637.13     0.0000     0.0000     0.0000
 539           0.00 01/01/2024       3.27     637.13     0.0000     0.0000     0.0000
 540           0.00 01/01/2024       5.00     637.13     0.0000     0.0000     0.0000
 541           0.00 01/01/2024       0.00     636.01     0.0000     0.0000     0.0000
 542           0.00 01/01/2024       0.75     636.01     0.0000     0.0000     0.0000
 543           0.00 01/01/2024       1.80     636.01     0.0000     0.0000     0.0000
 544           0.00 01/01/2024       3.27     636.01     0.0000     0.0000     0.0000
 545           0.00 01/01/2024       5.00     636.01     0.0000     0.0000     0.0000
 546           0.00 01/01/2024       0.00     634.90     0.0000     0.0000     0.0000
 547           0.00 01/01/2024       0.75     634.90     0.0000     0.0000     0.0000
 548           0.00 01/01/2024       1.80     634.90     0.0000     0.0000     0.0000
 549           0.00 01/01/2024       3.27     634.90     0.0000     0.0000     0.0000
 550           0.00 01/01/2024       5.00     634.90     0.0000     0.0000     0.0000
 551           0.00 01/01/2024       0.00     633.78     0.0000     0.0000     0.0000
 552           0.00 01/01/2024       0.75     633.78     0.0000     0.0000     0.0000
 553           0.00 01/01/2024       1.80     633.78     0.0000     0.0000     0.0000
 554           0.00 01/01/2024       3.27     633.78     0.0000     0.0000     0.0000
 555           0.00 01/01/2024       5.00     633.78     0.0000     0.0000     0.0000
 556           0.00 01/01/2024       0.00     632.67     0.0000     0.0000     0.0000
 557           0.00 01/01/2024       0.75     632.67     0.0000     0.0000     0.0000
 558           0.00 01/01/2024       1.80     632.67     0.0000     0.0000     0.0000
 559           0.00 01/01/2024       3.27     632.67     0.0000     0.0000     0.0000
 560           0.00 01/01/2024       5.00     632.67     0.0000     0.0000     0.0000
 561           0.00 01/01/2024       0.00     631.55     0.0000     0.0000     0.0000
 562           0.00 01/01/2024       0.75     631.55     0.0000     0.0000     0.0000
 563           0.00 01/01/2024       1.80     631.55     0.0000     0.0000     0.0000
 564           0.00 01/01/2024       3.27     631.55     0.0000     0.0000     0.0000
 565           0.00 01/01/2024       5.00     631.55     0.0000     0.0000     0.0000
 566           0.00 01/01/2024       0.00     630.43     0.0000     0.0000     0.0000
 567           0.00 01/01/2024       0.75     630.43     0.0000     0.0000     0.0000
 568           0.00 01/01/2024       1.80     630.43     0.0000     0.0000     0.0000
 569           0.00 01/01/2024       3.27     630.43     0.0000     0.0000     0.0000
 570           0.00 01/01/2024       5.00     630.43     0.0000     0.0000     0.0000
 571           0.00 01/01/2024       0.00     629.31     0.0000     0.0000     0.0000
 572           0.00 01/01/2024       0.75     629.31     0.0000     0.0000     0.0000
 573           0.00 01/01/2024       1.80     629.31     0.0000     0.0000     0.0000
 574           0.00 01/01/2024       3.27     629.31     0.0000     0.0000     0.0000
 575           0.00 01/01/2024       5.00     629.31     0.0000     0.0000     0.0000
 576           0.00 01/01/2024       0.00     628.19     0.0000     0.0000     0.0000
 577           0.00 01/01/2024       0.75     628.19     0.0000     0.0000     0.0000
 578           0.00 01/01/2024       1.80     628.19     0.0000     0.0000     0.0000
 579           0.00 01/01/2024       3.27     628.19     0.0000     0.0000     0.0000
 580           0.00 01/01/2024       5.00     628.19     0.0000     0.0000     0.0000
 581           0.00 01/01/2024       0.00     627.07     0.0000     0.0000     0.0000
 582           0.00 01/01/2024       0.75     627.07     0.0000     0.0000     0.0000
 583           0.00 01/01/2024       1.80     627.07     0.0000     0.0000     0.0000
 584           0.00 01/01/2024       3.27     627.07     0.0000     0.0000     0.0000
 585           0.00 01/01/2024       5.00     627.07     0.0000     0.0000     0.0000
 586           0.00 01/01/2024       0.00     625.95     0.0000     0.0000     0.0000
 587           0.00 01/01/2024       0.75     625.95     0.0000     0.0000     0.0000
 588           0.00 01/01/2024       1.80     625.95     0.0000     0.0000     0.0000
 589           0.00 01/01/2024       3.27     625.95     0.0000     0.0000     0.0000
 590           0.00 01/01/2024       5.00     625.95     0.0000     0.0000     0.0000
 591           0.00 01/01/2024       0.00     624.82     0.0000     0.0000     0.0000
 592           0.00 01/01/2024       0.75     624.82     0.0000     0.0000     0.0000
 593           0.00 01/01/2024       1.80     624.82     0.0000     0.0000     0.0000
 594           0.00 01/01/2024       3.27     624.82     0.0000     0.0000     0.0000
 595           0.00 01/01/2024       5.00     624.82     0.0000     0.0000     0.0000
 596           0.00 01/01/2024       0.00     623.70     0.0000     0.0000     0.0000
 597           0.00 01/01/2024       0.75     623.70     0.0000     0.0000     0.0000
 598           0.00 01/01/2024       1.80     623.70     0.0000     0.0000     0.0000
 599           0.00 01/01/2024       3.27     623.70     0.0000     0.0000     0.0000
 600           0.00 01/01/2024       5.00     623.70     0.0000     0.0000     0.0000
 601           0.00 01/01/2024       0.00     622.57     0.0000     0.0000     0.0000
 602           0.00 01/01/2024       0.75     622.57     0.0000     0.0000     0.0000
 603           0.00 01/01/2024       1.80     622.57     0.0000     0.0000     0.0000
 604           0.00 01/01/2024       3.27     622.57     0.0000     0.0000     0.0000
 605           0.00 01/01/2024       5.00     622.57     0.0000     0.0000     0.0000
 606           0.00 01/01/2024       0.00     621.44     0.0000     0.0000     0.0000
 607           0.00 01/01/2024       0.75     621.44     0.0000     0.0000     0.0000
 608           0.00 01/01/2024       1.80     621.44     0.0000     0.0000     0.0000
 609           0.00 01/01/2024       3.27     621.44     0.0000     0.0000     0.0000
 610           0.00 01/01/2024       5.00     621.44     0.0000     0.0000     0.0000
 611           0.00 01/01/2024       0.00     620.31     0.0000     0.0000     0.0000
 612           0.00 01/01/2024       0.75     620.31     0.0000     0.0000     0.0000
 613           0.00 01/01/2024       1.80     620.31     0.0000     0.0000     0.0000
 614           0.00 01/01/2024       3.27     620.31     0.0000     0.0000     0.0000
 615           0.00 01/01/2024       5.00     620.31     0.0000     0.0000     0.0000
 616           0.00 01/01/2024       0.00     619.19     0.0000     0.0000     0.0000
 617           0.00 01/01/2024       0.75     619.19     0.0000     0.0000     0.0000
 618           0.00 01/01/2024       1.80     619.19     0.0000     0.0000     0.0000
 619           0.00 01/01/2024       3.27     619.19     0.0000     0.0000     0.0000
 620           0.00 01/01/2024       5.00     619.19     0.0000     0.0000     0.0000
 621           0.00 01/01/2024       0.00     618.05     0.0000     0.0000     0.0000
 622           0.00 01/01/2024       0.75     618.05     0.0000     0.0000     0.0000
 623           0.00 01/01/2024       1.80     618.05     0.0000     0.0000     0.0000
 624           0.00 01/01/2024       3.27     618.05     0.0000     0.0000     0.0000
 625           0.00 01/01/2024       5.00     618.05     0.0000     0.0000     0.0000
 626           0.00 01/01/2024       0.00     616.92     0.0000     0.0000     0.0000
 627           0.00 01/01/2024       0.75     616.92     0.0000     0.0000     0.0000
 628           0.00 01/01/2024       1.80     616.92     0.0000     0.0000     0.0000
 629           0.00 01/01/2024       3.27     616.92     0.0000     0.0000     0.0000
 630           0.00 01/01/2024       5.00     616.92     0.0000     0.0000     0.0000
 631           0.00 01/01/2024       0.00     615.79     0.0000     0.0000     0.0000
 632           0.00 01/01/2024       0.75     615.79     0.0000     0.0000     0.0000
 633           0.00 01/01/2024       1.80     615.79     0.0000     0.0000     0.0000
 634           0.00 01/01/2024       3.27     615.79     0.0000     0.0000     0.0000
 635           0.00 01/01/2024       5.00     615.79     0.0000     0.0000     0.0000
 636           0.00 01/01/2024       0.00     614.66     0.0000     0.0000     0.0000
 637           0.00 01/01/2024       0.75     614.66     0.0000     0.0000     0.0000
 638           0.00 01/01/2024       1.80     614.66     0.0000     0.0000     0.0000
 639           0.00 01/01/2024       3.27     614.66     0.0000     0.0000     0.0000
 640           0.00 01/01/2024       5.00     614.66     0.0000     0.0000     0.0000
 641           0.00 01/01/2024       0.00     613.52     0.0000     0.0000     0.0000
 642           0.00 01/01/2024       0.75     613.52     0.0000     0.0000     0.0000
 643           0.00 01/01/2024       1.80     613.52     0.0000     0.0000     0.0000
 644           0.00 01/01/2024       3.27     613.52     0.0000     0.0000     0.0000
 645           0.00 01/01/2024       5.00     613.52     0.0000     0.0000     0.0000
 646           0.00 01/01/2024       0.00     612.38     0.0000     0.0000     0.0000
 647           0.00 01/01/2024       0.75     612.38     0.0000     0.0000     0.0000
 648           0.00 01/01/2024       1.80     612.38     0.0000     0.0000     0.0000
 649           0.00 01/01/2024       3.27     612.38     0.0000     0.0000     0.0000
 650           0.00 01/01/2024       5.00     612.38     0.0000     0.0000     0.0000
 651           0.00 01/01/2024       0.00     611.25     0.0000     0.0000     0.0000
 652           0.00 01/01/2024       0.75     611.25     0.0000     0.0000     0.0000
 653           0.00 01/01/2024       1.80     611.25     0.0000     0.0000     0.0000
 654           0.00 01/01/2024       3.27     611.25     0.0000     0.0000     0.0000
 655           0.00 01/01/2024       5.00     611.25     0.0000     0.0000     0.0000
 656           0.00 01/01/2024       0.00     610.11     0.0000     0.0000     0.0000
 657           0.00 01/01/2024       0.75     610.11     0.0000     0.0000     0.0000
 658           0.00 01/01/2024       1.80     610.11     0.0000     0.0000     0.0000
 659           0.00 01/01/2024       3.27     610.11     0.0000     0.0000     0.0000
 660           0.00 01/01/2024       5.00     610.11     0.0000     0.0000     0.0000
 661           0.00 01/01/2024       0.00     608.97     0.0000     0.0000     0.0000
 662           0.00 01/01/2024       0.75     608.97     0.0000     0.0000     0.0000
 663           0.00 01/01/2024       1.80     608.97     0.0000     0.0000     0.0000
 664           0.00 01/01/2024       3.27     608.97     0.0000     0.0000     0.0000
 665           0.00 01/01/2024       5.00     608.97     0.0000     0.0000     0.0000
 666           0.00 01/01/2024       0.00     607.83     0.0000     0.0000     0.0000
 667           0.00 01/01/2024       0.75     607.83     0.0000     0.0000     0.0000
 668           0.00 01/01/2024       1.80     607.83     0.0000     0.0000     0.0000
 669           0.00 01/01/2024       3.27     607.83     0.0000     0.0000     0.0000
 670           0.00 01/01/2024       5.00     607.83     0.0000     0.0000     0.0000
 671           0.00 01/01/2024       0.00     606.68     0.0000     0.0000     0.0000
 672           0.00 01/01/2024       0.75     606.68     0.0000     0.0000     0.0000
 673           0.00 01/01/2024       1.80     606.68     0.0000     0.0000     0.0000
 674           0.00 01/01/2024       3.27     606.68     0.0000     0.0000     0.0000
 675           0.00 01/01/2024       5.00     606.68     0.0000     0.0000     0.0000
 676           0.00 01/01/2024       0.00     605.54     0.0000     0.0000     0.0000
 677           0.00 01/01/2024       0.75     605.54     0.0000     0.0000     0.0000
 678           0.00 01/01/2024       1.80     605.54     0.0000     0.0000     0.0000
 679           0.00 01/01/2024       3.27     605.54     0.0000     0.0000     0.0000
 680           0.00 01/01/2024       5.00     605.54     0.0000     0.0000     0.0000
 681           0.00 01/01/2024       0.00     604.40     0.0000     0.0000     0.0000
 682           0.00 01/01/2024       0.75     604.40     0.0000     0.0000     0.0000
 683           0.00 01/01/2024       1.80     604.40     0.0000     0.0000     0.0000
 684           0.00 01/01/2024       3.27     604.40     0.0000     0.0000     0.0000
 685           0.00 01/01/2024       5.00     604.40     0.0000     0.0000     0.0000
 686           0.00 01/01/2024       0.00     603.25     0.0000     0.0000     0.0000
 687           0.00 01/01/2024       0.75     603.25     0.0000     0.0000     0.0000
 688           0.00 01/01/2024       1.80     603.25     0.0000     0.0000     0.0000
 689           0.00 01/01/2024       3.27     603.25     0.0000     0.0000     0.0000
 690           0.00 01/01/2024       5.00     603.25     0.0000     0.0000     0.0000
 691           0.00 01/01/2024       0.00     602.10     0.0000     0.0000     0.0000
 692           0.00 01/01/2024       0.75     602.10     0.0000     0.0000     0.0000
 693           0.00 01/01/2024       1.80     602.10     0.0000     0.0000     0.0000
 694           0.00 01/01/2024       3.27     602.10     0.0000     0.0000     0.0000
 695           0.00 01/01/2024       5.00     602.10     0.0000     0.0000     0.0000
 696           0.00 01/01/2024       0.00     600.96     0.0000     0.0000     0.0000
 697           0.00 01/01/2024       0.75     600.96     0.0000     0.0000     0.0000
 698           0.00 01/01/2024       1.80     600.96     0.0000     0.0000     0.0000
 699           0.00 01/01/2024       3.27     600.96     0.0000     0.0000     0.0000
 700           0.00 01/01/2024       5.00     600.96     0.0000     0.0000     0.0000
 701           0.00 01/01/2024       0.00     599.81     0.0000     0.0000     0.0000
 702           0.00 01/01/2024       0.75     599.81     0.0000     0.0000     0.0000
 703           0.00 01/01/2024       1.80     599.81     0.0000     0.0000     0.0000
 704           0.00 01/01/2024       3.27     599.81     0.0000     0.0000     0.0000
 705           0.00 01/01/2024       5.00     599.81     0.0000     0.0000     0.0000
 706           0.00 01/01/2024       0.00     598.66     0.0000     0.0000     0.0000
 707           0.00 01/01/2024       0.75     598.66     0.0000     0.0000     0.0000
 708           0.00 01/01/2024       1.80     598.66     0.0000     0.0000     0.0000
 709           0.00 01/01/2024       3.27     598.66     0.0000     0.0000     0.0000
 710           0.00 01/01/2024       5.00     598.66     0.0000     0.0000     0.0000
 711           0.00 01/01/2024       0.00     597.51     0.0000     0.0000     0.0000
 712           0.00 01/01/2024       0.75     597.51     0.0000     0.0000     0.0000
 713           0.00 01/01/2024       1.80     597.51     0.0000     0.0000     0.0000
 714           0.00 01/01/2024       3.27     597.51     0.0000     0.0000     0.0000
 715           0.00 01/01/2024       5.00     597.51     0.0000     0.0000     0.0000
 716           0.00 01/01/2024       0.00     596.35     0.0000     0.0000     0.0000
 717           0.00 01/01/2024       0.75     596.35     0.0000     0.0000     0.0000
 718           0.00 01/01/2024       1.80     596.35     0.0000     0.0000     0.0000
 719           0.00 01/01/2024       3.27     596.35     0.0000     0.0000     0.0000
 720           0.00 01/01/2024       5.00     596.35     0.0000     0.0000     0.0000
 721           0.00 01/01/2024       0.00     595.20     0.0000     0.0000     0.0000
 722           0.00 01/01/2024       0.75     595.20     0.0000     0.0000     0.0000
 723           0.00 01/01/2024       1.80     595.20     0.0000     0.0000     0.0000
 724           0.00 01/01/2024       3.27     595.20     0.0000     0.0000     0.0000
 725           0.00 01/01/2024       5.00     595.20     0.0000     0.0000     0.0000
 726           0.00 01/01/2024       0.00     594.04     0.0000     0.0000     0.0000
 727           0.00 01/01/2024       0.75     594.04     0.0000     0.0000     0.0000
 728           0.00 01/01/2024       1.80     594.04     0.0000     0.0000     0.0000
 729           0.00 01/01/2024       3.27     594.04     0.0000     0.0000     0.0000
 730           0.00 01/01/2024       5.00     594.04     0.0000     0.0000     0.0000
 731           0.00 01/01/2024       0.00     592.89     0.0000     0.0000     0.0000
 732           0.00 01/01/2024       0.75     592.89     0.0000     0.0000     0.0000
 733           0.00 01/01/2024       1.80     592.89     0.0000     0.0000     0.0000
 734           0.00 01/01/2024       3.27     592.89     0.0000     0.0000     0.0000
 735           0.00 01/01/2024       5.00     592.89     0.0000     0.0000     0.0000
 736           0.00 01/01/2024       0.00     591.73     0.0000     0.0000     0.0000
 737           0.00 01/01/2024       0.75     591.73     0.0000     0.0000     0.0000
 738           0.00 01/01/2024       1.80     591.73     0.0000     0.0000     0.0000
 739           0.00 01/01/2024       3.27     591.73     0.0000     0.0000     0.0000
 740           0.00 01/01/2024       5.00     591.73     0.0000     0.0000     0.0000
 741           0.00 01/01/2024       0.00     590.57     0.0000     0.0000     0.0000
 742           0.00 01/01/2024       0.75     590.57     0.0000     0.0000     0.0000
 743           0.00 01/01/2024       1.80     590.57     0.0000     0.0000     0.0000
 744           0.00 01/01/2024       3.27     590.57     0.0000     0.0000     0.0000
 745           0.00 01/01/2024       5.00     590.57     0.0000     0.0000     0.0000
 746           0.00 01/01/2024       0.00     589.41     0.0000     0.0000     0.0000
 747           0.00 01/01/2024       0.75     589.41     0.0000     0.0000     0.0000
 748           0.00 01/01/2024       1.80     589.41     0.0000     0.0000     0.0000
 749           0.00 01/01/2024       3.27     589.41     0.0000     0.0000     0.0000
 750           0.00 01/01/2024       5.00     589.41     0.0000     0.0000     0.0000
 751           0.00 01/01/2024       0.00     588.25     0.0000     0.0000     0.0000
 752           0.00 01/01/2024       0.75     588.25     0.0000     0.0000     0.0000
 753           0.00 01/01/2024       1.80     588.25     0.0000     0.0000     0.0000
 754           0.00 01/01/2024       3.27     588.25     0.0000     0.0000     0.0000
 755           0.00 01/01/2024       5.00     588.25     0.0000     0.0000     0.0000
 756           0.00 01/01/2024       0.00     587.09     0.0000     0.0000     0.0000
 757           0.00 01/01/2024       0.75     587.09     0.0000     0.0000     0.0000
 758           0.00 01/01/2024       1.80     587.09     0.0000     0.0000     0.0000
 759           0.00 01/01/2024       3.27     587.09     0.0000     0.0000     0.0000
 760           0.00 01/01/2024       5.00     587.09     0.0000     0.0000     0.0000
 761           0.00 01/01/2024       0.00     585.93     0.0000     0.0000     0.0000
 762           0.00 01/01/2024       0.75     585.93     0.0000     0.0000     0.0000
 763           0.00 01/01/2024       1.80     585.93     0.0000     0.0000     0.0000
 764           0.00 01/01/2024       3.27     585.93     0.0000     0.0000     0.0000
 765           0.00 01/01/2024       5.00     585.93     0.0000     0.0000     0.0000
 766           0.00 01/01/2024       0.00     584.76     0.0000     0.0000     0.0000
 767           0.00 01/01/2024       0.75     584.76     0.0000     0.0000     0.0000
 768           0.00 01/01/2024       1.80     584.76     0.0000     0.0000     0.0000
 769           0.00 01/01/2024       3.27     584.76     0.0000     0.0000     0.0000
 770           0.00 01/01/2024       5.00     584.76     0.0000     0.0000     0.0000
 771           0.00 01/01/2024       0.00     583.60     0.0000     0.0000     0.0000
 772           0.00 01/01/2024       0.75     583.60     0.0000     0.0000     0.0000
 773           0.00 01/01/2024       1.80     583.60     0.0000     0.0000     0.0000
 774           0.00 01/01/2024       3.27     583.60     0.0000     0.0000     0.0000
 775           0.00 01/01/2024       5.00     583.60     0.0000     0.0000     0.0000
 776           0.00 01/01/2024       0.00     582.43     0.0000     0.0000     0.0000
 777           0.00 01/01/2024       0.75     582.43     0.0000     0.0000     0.0000
 778           0.00 01/01/2024       1.80     582.43     0.0000     0.0000     0.0000
 779           0.00 01/01/2024       3.27     582.43     0.0000     0.0000     0.0000
 780           0.00 01/01/2024       5.00     582.43     0.0000     0.0000     0.0000
 781           0.00 01/01/2024       0.00     581.26     0.0000     0.0000     0.0000
 782           0.00 01/01/2024       0.75     581.26     0.0000     0.0000     0.0000
 783           0.00 01/01/2024       1.80     581.26     0.0000     0.0000     0.0000
 784           0.00 01/01/2024       3.27     581.26     0.0000     0.0000     0.0000
 785           0.00 01/01/2024       5.00     581.26     0.0000     0.0000     0.0000
 786           0.00 01/01/2024       0.00     580.10     0.0000     0.0000     0.0000
 787           0.00 01/01/2024       0.75     580.10     0.0000     0.0000     0.0000
 788           0.00 01/01/2024       1.80     580.10     0.0000     0.0000     0.0000
 789           0.00 01/01/2024       3.27     580.10     0.0000     0.0000     0.0000
 790           0.00 01/01/2024       5.00     580.10     0.0000     0.0000     0.0000
 791           0.00 01/01/2024       0.00     578.93     0.0000     0.0000     0.0000
 792           0.00 01/01/2024       0.75     578.93     0.0000     0.0000     0.0000
 793           0.00 01/01/2024       1.80     578.93     0.0000     0.0000     0.0000
 794           0.00 01/01/2024       3.27     578.93     0.0000     0.0000     0.0000
 795           0.00 01/01/2024       5.00     578.93     0.0000     0.0000     0.0000
 796           0.00 01/01/2024       0.00     577.76     0.0000     0.0000     0.0000
 797           0.00 01/01/2024       0.75     577.76     0.0000     0.0000     0.0000
 798           0.00 01/01/2024       1.80     577.76     0.0000     0.0000     0.0000
 799           0.00 01/01/2024       3.27     577.76     0.0000     0.0000     0.0000
 800           0.00 01/01/2024       5.00     577.76     0.0000     0.0000     0.0000
 801           0.00 01/01/2024       0.00     576.58     0.0000     0.0000     0.0000
 802           0.00 01/01/2024       0.75     576.58     0.0000     0.0000     0.0000
 803           0.00 01/01/2024       1.80     576.58     0.0000     0.0000     0.0000
 804           0.00 01/01/2024       3.27     576.58     0.0000     0.0000     0.0000
 805           0.00 01/01/2024       5.00     576.58     0.0000     0.0000     0.0000
 806           0.00 01/01/2024       0.00     575.41     0.0000     0.0000     0.0000
 807           0.00 01/01/2024       0.75     575.41     0.0000     0.0000     0.0000
 808           0.00 01/01/2024       1.80     575.41     0.0000     0.0000     0.0000
 809           0.00 01/01/2024       3.27     575.41     0.0000     0.0000     0.0000
 810           0.00 01/01/2024       5.00     575.41     0.0000     0.0000     0.0000
 811           0.00 01/01/2024       0.00     574.23     0.0000     0.0000     0.0000
 812           0.00 01/01/2024       0.75     574.23     0.0000     0.0000     0.0000
 813           0.00 01/01/2024       1.80     574.23     0.0000     0.0000     0.0000
 814           0.00 01/01/2024       3.27     574.23     0.0000     0.0000     0.0000
 815           0.00 01/01/2024       5.00     574.23     0.0000     0.0000     0.0000
 816           0.00 01/01/2024       0.00     573.06     0.0000     0.0000     0.0000
 817           0.00 01/01/2024       0.75     573.06     0.0000     0.0000     0.0000
 818           0.00 01/01/2024       1.80     573.06     0.0000     0.0000     0.0000
 819           0.00 01/01/2024       3.27     573.06     0.0000     0.0000     0.0000
 820           0.00 01/01/2024       5.00     573.06     0.0000     0.0000     0.0000
 821           0.00 01/01/2024       0.00     571.88     0.0000     0.0000     0.0000
 822           0.00 01/01/2024       0.75     571.88     0.0000     0.0000     0.0000
 823           0.00 01/01/2024       1.80     571.88     0.0000     0.0000     0.0000
 824           0.00 01/01/2024       3.27     571.88     0.0000     0.0000     0.0000
 825           0.00 01/01/2024       5.00     571.88     0.0000     0.0000     0.0000
 826           0.00 01/01/2024       0.00     570.70     0.0000     0.0000     0.0000
 827           0.00 01/01/2024       0.75     570.70     0.0000     0.0000     0.0000
 828           0.00 01/01/2024       1.80     570.70     0.0000     0.0000     0.0000
 829           0.00 01/01/2024       3.27     570.70     0.0000     0.0000     0.0000
 830           0.00 01/01/2024       5.00     570.70     0.0000     0.0000     0.0000
 831           0.00 01/01/2024       0.00     569.52     0.0000     0.0000     0.0000
 832           0.00 01/01/2024       0.75     569.52     0.0000     0.0000     0.0000
 833           0.00 01/01/2024       1.80     569.52     0.0000     0.0000     0.0000
 834           0.00 01/01/2024       3.27     569.52     0.0000     0.0000     0.0000
 835           0.00 01/01/2024       5.00     569.52     0.0000     0.0000     0.0000
 836           0.00 01/01/2024       0.00     568.34     0.0000     0.0000     0.0000
 837           0.00 01/01/2024       0.75     568.34     0.0000     0.0000     0.0000
 838           0.00 01/01/2024       1.80     568.34     0.0000     0.0000     0.0000
 839           0.00 01/01/2024       3.27     568.34     0.0000     0.0000     0.0000
 840           0.00 01/01/2024       5.00     568.34     0.0000     0.0000     0.0000
 841           0.00 01/01/2024       0.00     567.16     0.0000     0.0000     0.0000
 842           0.00 01/01/2024       0.75     567.16     0.0000     0.0000     0.0000
 843           0.00 01/01/2024       1.80     567.16     0.0000     0.0000     0.0000
 844           0.00 01/01/2024       3.27     567.16     0.0000     0.0000     0.0000
 845           0.00 01/01/2024       5.00     567.16     0.0000     0.0000     0.0000
 846           0.00 01/01/2024       0.00     565.98     0.0000     0.0000     0.0000
 847           0.00 01/01/2024       0.75     565.98     0.0000     0.0000     0.0000
 848           0.00 01/01/2024       1.80     565.98     0.0000     0.0000     0.0000
 849           0.00 01/01/2024       3.27     565.98     0.0000     0.0000     0.0000
 850           0.00 01/01/2024       5.00     565.98     0.0000     0.0000     0.0000
 851           0.00 01/01/2024       0.00     564.80     0.0000     0.0000     0.0000
 852           0.00 01/01/2024       0.75     564.80     0.0000     0.0000     0.0000
 853           0.00 01/01/2024       1.80     564.80     0.0000     0.0000     0.0000
 854           0.00 01/01/2024       3.27     564.80     0.0000     0.0000     0.0000
 855           0.00 01/01/2024       5.00     564.80     0.0000     0.0000     0.0000
 856           0.00 01/01/2024       0.00     563.61     0.0000     0.0000     0.0000
 857           0.00 01/01/2024       0.75     563.61     0.0000     0.0000     0.0000
 858           0.00 01/01/2024       1.80     563.61     0.0000     0.0000     0.0000
 859           0.00 01/01/2024       3.27     563.61     0.0000     0.0000     0.0000
 860           0.00 01/01/2024       5.00     563.61     0.0000     0.0000     0.0000
 861           0.00 01/01/2024       0.00     562.42     0.0000     0.0000     0.0000
 862           0.00 01/01/2024       0.75     562.42     0.0000     0.0000     0.0000
 863           0.00 01/01/2024       1.80     562.42     0.0000     0.0000     0.0000
 864           0.00 01/01/2024       3.27     562.42     0.0000     0.0000     0.0000
 865           0.00 01/01/2024       5.00     562.42     0.0000     0.0000     0.0000
 866           0.00 01/01/2024       0.00     561.24     0.0000     0.0000     0.0000
 867           0.00 01/01/2024       0.75     561.24     0.0000     0.0000     0.0000
 868           0.00 01/01/2024       1.80     561.24     0.0000     0.0000     0.0000
 869           0.00 01/01/2024       3.27     561.24     0.0000     0.0000     0.0000
 870           0.00 01/01/2024       5.00     561.24     0.0000     0.0000     0.0000
 871           0.00 01/01/2024       0.00     560.05     0.0000     0.0000     0.0000
 872           0.00 01/01/2024       0.75     560.05     0.0000     0.0000     0.0000
 873           0.00 01/01/2024       1.80     560.05     0.0000     0.0000     0.0000
 874           0.00 01/01/2024       3.27     560.05     0.0000     0.0000     0.0000
 875           0.00 01/01/2024       5.00     560.05     0.0000     0.0000     0.0000
 876           0.00 01/01/2024       0.00     558.86     0.0000     0.0000     0.0000
 877           0.00 01/01/2024       0.75     558.86     0.0000     0.0000     0.0000
 878           0.00 01/01/2024       1.80     558.86     0.0000     0.0000     0.0000
 879           0.00 01/01/2024       3.27     558.86     0.0000     0.0000     0.0000
 880           0.00 01/01/2024       5.00     558.86     0.0000     0.0000     0.0000
 881           0.00 01/01/2024       0.00     557.67     0.0000     0.0000     0.0000
 882           0.00 01/01/2024       0.75     557.67     0.0000     0.0000     0.0000
 883           0.00 01/01/2024       1.80     557.67     0.0000     0.0000     0.0000
 884           0.00 01/01/2024       3.27     557.67     0.0000     0.0000     0.0000
 885           0.00 01/01/2024       5.00     557.67     0.0000     0.0000     0.0000
 886           0.00 01/01/2024       0.00     556.47     0.0000     0.0000     0.0000
 887           0.00 01/01/2024       0.75     556.47     0.0000     0.0000     0.0000
 888           0.00 01/01/2024       1.80     556.47     0.0000     0.0000     0.0000
 889           0.00 01/01/2024       3.27     556.47     0.0000     0.0000     0.0000
 890           0.00 01/01/2024       5.00     556.47     0.0000     0.0000     0.0000
 891           0.00 01/01/2024       0.00     555.28     0.0000     0.0000     0.0000
 892           0.00 01/01/2024       0.75     555.28     0.0000     0.0000     0.0000
 893           0.00 01/01/2024       1.80     555.28     0.0000     0.0000     0.0000
 894           0.00 01/01/2024       3.27     555.28     0.0000     0.0000     0.0000
 895           0.00 01/01/2024       5.00     555.28     0.0000     0.0000     0.0000
 896           0.00 01/01/2024       0.00     554.09     0.0000     0.0000     0.0000
 897           0.00 01/01/2024       0.75     554.09     0.0000     0.0000     0.0000
 898           0.00 01/01/2024       1.80     554.09     0.0000     0.0000     0.0000
 899           0.00 01/01/2024       3.27     554.09     0.0000     0.0000     0.0000
 900           0.00 01/01/2024       5.00     554.09     0.0000     0.0000     0.0000
 901           0.00 01/01/2024       0.00     552.89     0.0000     0.0000     0.0000
 902           0.00 01/01/2024       0.75     552.89     0.0000     0.0000     0.0000
 903           0.00 01/01/2024       1.80     552.89     0.0000     0.0000     0.0000
 904           0.00 01/01/2024       3.27     552.89     0.0000     0.0000     0.0000
 905           0.00 01/01/2024       5.00     552.89     0.0000     0.0000     0.0000
 906           0.00 01/01/2024       0.00     551.69     0.0000     0.0000     0.0000
 907           0.00 01/01/2024       0.75     551.69     0.0000     0.0000     0.0000
 908           0.00 01/01/2024       1.80     551.69     0.0000     0.0000     0.0000
 909           0.00 01/01/2024       3.27     551.69     0.0000     0.0000     0.0000
 910           0.00 01/01/2024       5.00     551.69     0.0000     0.0000     0.0000
 911           0.00 01/01/2024       0.00     550.49     0.0000     0.0000     0.0000
